"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge"
1,2020-01-02 06:23:15,2020-01-02 06:50:36,1,11.2,1,N,48,95,2,33.5,3.0,0.5,0.0,0.0,0.3,37.3,2.5
2,2020-01-02 06:29:29,2020-01-02 06:55:36,1,10.95,1,N,132,56,1,32.5,0.5,0.5,6.76,0.0,0.3,40.56,0.0
1,2020-01-02 06:33:23,2020-01-02 06:38:16,1,1.4,1,N,90,161,1,6.5,3.0,0.5,2.0,0.0,0.3,12.3,2.5
1,2020-01-02 06:02:26,2020-01-02 06:11:42,1,6.8,1,N,132,93,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,0.0
2,2020-01-02 06:35:11,2020-01-02 06:39:12,1,1.62,1,N,90,230,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-02 06:24:09,2020-01-02 06:36:02,1,4.32,1,N,142,224,2,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
2,2020-01-02 06:58:02,2020-01-02 06:58:56,1,0.25,1,N,107,137,1,3.0,0.5,0.5,1.36,0.0,0.3,8.16,2.5
2,2020-01-02 06:41:15,2020-01-02 06:48:00,1,4.36,1,N,132,215,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,0.0
2,2020-01-02 06:07:59,2020-01-02 06:30:43,1,14.13,1,N,132,7,2,39.5,0.5,0.5,0.0,0.0,0.3,40.8,0.0
2,2020-01-02 06:42:39,2020-01-02 06:48:43,1,1.41,1,N,146,193,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,0.0
2,2020-01-02 06:36:52,2020-01-02 06:39:47,1,0.78,1,N,100,230,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-02 06:46:51,2020-01-02 07:28:25,1,19.46,2,N,132,48,1,52.0,0.0,0.5,10.0,6.12,0.3,71.42,2.5
1,2020-01-02 06:04:50,2020-01-02 06:08:41,1,0.4,1,N,116,116,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0.0
2,2020-01-02 06:58:19,2020-01-02 07:03:22,1,0.66,1,N,137,170,1,5.0,0.5,0.5,2.64,0.0,0.3,11.44,2.5
2,2020-01-02 06:00:44,2020-01-02 06:32:31,1,17.86,2,N,132,229,1,52.0,0.0,0.5,13.82,0.0,0.3,69.12,2.5
1,2020-01-02 06:13:16,2020-01-02 06:16:46,1,0.8,1,N,90,113,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
1,2020-01-02 06:41:47,2020-01-02 06:41:47,1,0.0,1,Y,68,264,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-02 06:05:36,2020-01-02 06:39:06,1,11.8,1,N,68,138,1,35.5,3.0,0.5,9.08,6.12,0.3,54.5,0.0
2,2020-01-02 06:32:41,2020-01-02 06:41:37,1,5.94,1,N,132,197,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56,0.0
2,2020-01-02 06:10:32,2020-01-02 06:16:26,1,3.76,1,N,132,10,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,0.0
1,2020-01-02 06:38:33,2020-01-02 06:41:51,1,0.6,1,N,100,68,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
1,2020-01-02 06:49:08,2020-01-02 06:51:13,1,0.7,1,N,48,48,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-02 06:41:23,2020-01-02 06:44:42,1,0.61,1,N,100,230,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-02 06:58:38,2020-01-02 07:05:59,1,1.13,1,N,100,162,1,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
2,2020-01-02 06:59:11,2020-01-02 07:08:04,1,1.58,1,N,140,161,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
2,2020-01-02 06:39:43,2020-01-02 06:50:01,1,3.36,1,N,74,140,1,11.5,0.5,0.5,2.0,0.0,0.3,17.3,2.5
2,2020-01-02 07:00:05,2020-01-02 07:07:51,2,1.79,1,N,100,162,1,8.0,0.5,0.5,1.77,0.0,0.3,13.57,2.5
2,2020-01-02 06:48:27,2020-01-02 07:15:28,5,19.48,1,N,132,42,1,51.5,0.5,0.5,11.78,6.12,0.3,70.7,0.0
1,2020-01-02 06:16:55,2020-01-02 06:47:00,1,11.9,1,N,132,188,1,35.0,0.5,0.5,0.0,0.0,0.3,36.3,0.0
2,2020-01-02 06:35:47,2020-01-02 06:41:46,1,1.24,1,N,82,129,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0.0
2,2020-01-02 06:12:12,2020-01-02 06:38:47,1,17.37,2,N,48,132,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
1,2020-01-02 06:35:03,2020-01-02 06:46:26,1,3.7,1,N,142,113,1,13.0,3.0,0.5,5.0,0.0,0.3,21.8,2.5
2,2020-01-02 06:44:21,2020-01-02 06:54:19,1,1.63,1,N,100,137,1,8.5,0.5,0.5,1.0,0.0,0.3,13.3,2.5
1,2020-01-02 06:06:47,2020-01-02 06:29:32,2,14.7,2,N,48,132,1,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
2,2020-01-02 06:58:32,2020-01-02 07:10:34,1,5.82,1,N,132,134,1,18.0,0.5,0.5,1.0,0.0,0.3,20.3,0.0
1,2020-01-02 06:47:39,2020-01-02 06:47:39,1,0.0,1,Y,68,264,2,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-02 06:39:06,2020-01-02 07:05:36,1,13.79,1,N,132,91,2,39.0,0.5,0.5,0.0,0.0,0.3,40.3,0.0
2,2020-01-02 06:20:51,2020-01-02 06:30:50,1,2.35,1,N,107,230,1,10.0,0.5,0.5,1.38,0.0,0.3,15.18,2.5
2,2020-01-02 06:32:59,2020-01-02 07:08:09,1,25.72,1,N,132,227,2,68.0,0.5,0.5,0.0,0.0,0.3,69.3,0.0
1,2020-01-02 06:36:19,2020-01-02 06:59:00,1,17.8,1,N,132,80,2,47.0,0.5,0.5,0.0,0.0,0.3,48.3,0.0
2,2020-01-02 06:38:27,2020-01-02 06:51:13,1,6.72,1,N,132,197,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3,0.0
2,2020-01-02 06:51:11,2020-01-02 07:22:05,1,11.36,1,N,132,61,1,33.5,0.5,0.5,6.96,0.0,0.3,41.76,0.0
2,2020-01-02 06:01:55,2020-01-02 06:20:04,1,13.04,2,N,93,243,1,52.0,0.0,0.5,14.73,6.12,0.3,73.65,0.0
2,2020-01-02 06:53:56,2020-01-02 07:10:07,1,9.24,1,N,132,56,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3,0.0
2,2020-01-02 06:57:41,2020-01-02 07:05:20,4,2.3,1,N,75,162,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
2,2020-01-02 06:45:07,2020-01-02 06:49:29,1,0.98,1,N,100,162,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-02 06:49:00,2020-01-02 07:30:39,1,19.22,2,N,132,232,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-01-02 06:48:18,2020-01-02 07:15:18,1,12.66,1,N,132,226,1,36.0,0.5,0.5,5.0,0.0,0.3,42.3,0.0
2,2020-01-02 06:34:01,2020-01-02 06:46:50,1,9.53,1,N,132,93,2,26.5,0.5,0.5,0.0,0.0,0.3,27.8,0.0
2,2020-01-02 06:39:13,2020-01-02 06:39:16,1,0.0,5,N,137,264,1,69.0,0.0,0.5,13.96,0.0,0.3,83.76,0.0
2,2020-01-02 06:25:40,2020-01-02 06:38:44,1,9.22,1,N,132,93,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8,0.0
2,2020-01-02 06:40:43,2020-01-02 07:05:50,1,9.22,2,N,138,239,1,52.0,0.0,0.5,15.36,6.12,0.3,76.78,2.5
2,2020-01-02 06:53:32,2020-01-02 07:06:08,1,2.8,1,N,10,197,1,11.5,0.5,0.5,0.0,0.0,0.3,12.8,0.0
1,2020-01-02 06:58:19,2020-01-02 07:02:44,1,1.8,1,N,75,140,1,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5
1,2020-01-02 06:15:12,2020-01-02 06:47:00,1,17.8,2,N,132,48,1,52.0,2.5,0.5,10.0,6.12,0.3,71.42,2.5
2,2020-01-02 06:43:31,2020-01-02 07:19:55,1,23.55,1,N,132,234,1,63.5,0.5,0.5,5.0,6.12,0.3,78.42,2.5
2,2020-01-02 06:55:17,2020-01-02 07:08:57,1,7.64,1,N,132,93,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,0.0
2,2020-01-02 06:29:35,2020-01-02 06:44:20,2,5.75,1,N,132,216,1,19.0,0.5,0.5,4.0,0.0,0.3,24.3,0.0
2,2020-01-02 06:45:07,2020-01-02 06:56:04,1,6.84,1,N,132,93,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,0.0
2,2020-01-02 06:57:40,2020-01-02 07:17:44,1,11.74,2,N,93,238,1,52.0,0.0,0.5,17.68,6.12,0.3,76.6,0.0
1,2020-01-02 06:26:55,2020-01-02 06:29:46,1,0.8,1,N,100,68,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
1,2020-01-02 06:35:24,2020-01-02 06:39:57,1,1.4,1,N,100,163,1,6.0,3.0,0.5,0.49,0.0,0.3,10.29,2.5
1,2020-01-02 06:53:30,2020-01-02 06:57:41,1,1.0,1,N,48,161,1,5.0,3.0,0.5,1.0,0.0,0.3,9.8,2.5
1,2020-01-02 06:18:46,2020-01-02 06:19:01,1,0.0,5,N,116,116,1,61.12,0.0,0.0,12.25,0.0,0.3,73.67,0.0
1,2020-01-02 06:04:04,2020-01-02 06:35:00,2,19.1,2,N,132,249,1,52.0,2.5,0.5,6.14,6.12,0.3,67.56,2.5
1,2020-01-02 06:51:04,2020-01-02 06:54:23,1,1.2,1,N,129,260,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0.0
2,2020-01-02 06:45:28,2020-01-02 06:54:22,1,2.15,1,N,143,100,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
2,2020-01-02 06:47:05,2020-01-02 06:51:51,1,1.05,1,N,137,230,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
1,2020-01-02 07:57:49,2020-01-02 08:06:38,1,2.5,1,N,113,163,1,9.5,2.5,0.5,2.56,0.0,0.3,15.36,2.5
1,2020-01-02 07:42:17,2020-01-02 07:56:52,1,2.8,1,N,140,238,1,12.0,2.5,0.5,1.0,0.0,0.3,16.3,2.5
1,2020-01-02 07:18:20,2020-01-02 07:41:40,1,9.0,1,N,138,164,1,27.5,2.5,0.5,7.35,6.12,0.3,44.27,2.5
1,2020-01-02 07:05:14,2020-01-02 07:55:40,2,21.9,1,N,132,26,2,58.0,0.0,0.5,0.0,0.0,0.3,58.8,0.0
1,2020-01-02 07:43:37,2020-01-02 07:50:03,1,1.5,1,N,137,161,1,7.0,2.5,0.5,1.0,0.0,0.3,11.3,2.5
2,2020-01-02 07:38:20,2020-01-02 07:46:47,1,1.34,1,N,48,161,1,7.5,0.0,0.5,1.0,0.0,0.3,11.8,2.5
1,2020-01-02 07:05:14,2020-01-02 07:09:42,1,1.2,1,N,143,238,1,6.0,2.5,0.5,1.0,0.0,0.3,10.3,2.5
1,2020-01-02 07:52:11,2020-01-02 08:09:50,1,3.9,1,N,13,230,1,15.0,2.5,0.5,5.45,0.0,0.3,23.75,2.5
2,2020-01-02 07:31:48,2020-01-02 07:43:59,6,2.59,1,N,100,141,1,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
2,2020-01-02 07:55:16,2020-01-02 08:16:43,6,9.36,1,N,141,138,2,28.0,0.0,0.5,0.0,6.12,0.3,37.42,2.5
1,2020-01-02 07:54:51,2020-01-02 07:57:03,1,0.3,2,N,140,141,1,52.0,2.5,0.5,15.35,6.12,0.3,76.77,2.5
2,2020-01-02 06:54:32,2020-01-02 07:10:37,4,3.96,1,N,132,139,1,14.5,0.0,0.5,0.0,0.0,0.3,15.3,0.0
2,2020-01-02 07:29:26,2020-01-02 08:18:20,1,17.79,2,N,132,229,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-01-02 07:24:09,2020-01-02 08:00:55,4,16.15,1,N,132,188,2,44.5,0.0,0.5,0.0,0.0,0.3,45.3,0.0
1,2020-01-02 07:50:26,2020-01-02 08:03:27,1,2.0,1,N,68,161,1,10.0,2.5,0.5,2.65,0.0,0.3,15.95,2.5
1,2020-01-02 07:10:52,2020-01-02 07:50:07,1,20.0,2,N,132,239,1,52.0,2.5,0.5,9.21,6.12,0.3,70.63,2.5
1,2020-01-02 07:55:05,2020-01-02 08:02:23,1,1.9,1,N,142,161,1,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
2,2020-01-02 07:26:31,2020-01-02 07:41:22,1,2.48,1,N,24,262,2,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
1,2020-01-02 07:54:54,2020-01-02 08:16:37,1,7.8,1,N,138,236,1,25.0,2.5,0.5,4.0,6.12,0.3,38.42,2.5
2,2020-01-02 06:46:13,2020-01-02 06:46:19,2,0.03,3,N,138,138,2,20.0,0.0,0.0,0.0,0.0,0.3,20.3,0.0
2,2020-01-02 07:29:59,2020-01-02 07:54:10,1,17.65,2,N,75,132,1,52.0,0.0,0.5,8.84,6.12,0.3,67.76,0.0
2,2020-01-02 07:29:04,2020-01-02 07:31:52,1,1.07,1,N,79,137,2,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
1,2020-01-02 07:26:33,2020-01-02 07:33:09,1,0.8,1,N,48,161,1,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5
2,2020-01-02 07:21:46,2020-01-02 07:25:17,1,0.61,1,N,40,52,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,0.0
2,2020-01-02 07:53:59,2020-01-02 08:22:46,1,7.67,1,N,7,53,1,29.0,0.0,0.5,2.2,0.0,0.3,32.0,0.0
1,2020-01-02 07:47:51,2020-01-02 07:51:54,0,1.0,1,N,48,163,1,5.5,2.5,0.5,0.5,0.0,0.3,9.3,2.5
1,2020-01-02 07:59:26,2020-01-02 08:02:08,0,0.7,1,N,48,48,1,4.5,2.5,0.5,1.17,0.0,0.3,8.97,2.5
1,2020-01-02 07:09:22,2020-01-02 07:14:29,1,1.2,1,N,142,230,1,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5
1,2020-01-02 07:23:04,2020-01-02 07:52:38,2,19.6,2,N,140,132,2,52.0,2.5,0.5,0.0,6.12,0.3,61.42,2.5
1,2020-01-02 07:44:03,2020-01-02 07:59:31,1,2.9,1,N,68,141,1,12.5,2.5,0.5,3.15,0.0,0.3,18.95,2.5
2,2020-01-02 07:19:56,2020-01-02 07:25:13,1,1.4,1,N,142,161,1,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-02 07:21:01,2020-01-02 07:32:47,1,2.85,1,N,100,236,1,11.5,0.0,0.5,2.22,0.0,0.3,17.02,2.5
1,2020-01-02 07:38:03,2020-01-02 07:46:27,1,1.5,1,N,140,161,2,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-02 07:47:17,2020-01-02 08:03:47,1,3.0,1,N,143,166,1,14.0,0.0,0.5,1.73,0.0,0.3,19.03,2.5
2,2020-01-02 07:05:05,2020-01-02 07:43:34,1,21.0,2,N,132,209,1,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5
2,2020-01-02 07:49:06,2020-01-02 07:54:08,2,0.67,1,N,48,161,1,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
1,2020-01-02 07:44:39,2020-01-02 07:48:16,1,1.1,1,N,79,137,2,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5
1,2020-01-02 07:43:47,2020-01-02 08:08:12,0,8.7,1,N,132,196,1,26.0,0.0,0.5,5.35,0.0,0.3,32.15,0.0
1,2020-01-02 07:06:22,2020-01-02 07:23:09,1,10.2,1,N,132,93,2,28.0,0.0,0.5,0.0,0.0,0.3,28.8,0.0
1,2020-01-02 07:14:16,2020-01-02 07:19:59,1,0.9,1,N,48,161,1,6.0,2.5,0.5,1.86,0.0,0.3,11.16,2.5
1,2020-01-02 07:08:26,2020-01-02 07:08:26,1,0.0,1,Y,132,264,2,32.0,0.0,0.5,0.0,0.0,0.3,32.8,0.0
1,2020-01-02 07:32:27,2020-01-02 07:40:10,1,2.7,1,N,7,129,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,0.0
2,2020-01-02 06:59:22,2020-01-02 07:12:42,1,2.82,1,N,141,186,2,11.5,0.0,0.5,0.0,0.0,0.3,14.8,2.5
2,2020-01-02 07:57:20,2020-01-02 08:10:22,1,2.84,1,N,141,234,1,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
2,2020-01-02 07:50:37,2020-01-02 07:52:34,1,0.82,1,N,142,230,1,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
1,2020-01-02 07:16:44,2020-01-02 07:23:50,1,1.7,1,N,68,50,1,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5
1,2020-01-02 07:31:54,2020-01-02 07:42:39,1,1.2,1,N,48,161,1,8.5,2.5,0.5,1.18,0.0,0.3,12.98,2.5
1,2020-01-02 07:28:13,2020-01-02 08:08:56,0,12.7,1,N,132,97,1,39.5,0.0,0.5,8.05,0.0,0.3,48.35,0.0
1,2020-01-02 07:59:32,2020-01-02 08:04:25,1,0.8,1,N,100,170,1,5.5,2.5,0.5,1.75,0.0,0.3,10.55,2.5
2,2020-01-02 07:15:11,2020-01-02 07:25:57,1,3.13,1,N,132,10,1,12.0,0.0,0.5,0.0,0.0,0.3,12.8,0.0
2,2020-01-02 07:40:34,2020-01-02 08:04:18,1,11.55,1,N,132,138,2,32.0,0.0,0.5,0.0,0.0,0.3,32.8,0.0
2,2020-01-02 07:15:28,2020-01-02 07:28:08,1,4.43,1,N,107,75,1,14.0,0.0,0.5,3.3,0.0,0.3,20.6,2.5
2,2020-01-02 07:45:02,2020-01-02 07:49:38,1,1.66,1,N,107,162,1,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
1,2020-01-02 07:56:09,2020-01-02 08:34:27,1,19.8,2,N,132,141,1,52.0,2.5,0.5,15.35,6.12,0.3,76.77,2.5
1,2020-01-02 07:47:27,2020-01-02 07:54:47,1,1.8,1,N,107,161,2,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
1,2020-01-02 07:14:04,2020-01-02 08:00:55,1,19.8,1,N,132,52,1,55.0,0.0,0.5,11.15,0.0,0.3,66.95,0.0
1,2020-01-02 07:19:28,2020-01-02 07:25:19,1,1.0,1,Y,48,162,1,6.0,2.5,0.5,1.5,0.0,0.3,10.8,2.5
1,2020-01-02 07:57:40,2020-01-02 08:05:09,1,1.2,1,Y,137,100,1,7.0,2.5,0.5,1.7,0.0,0.3,12.0,2.5
1,2020-01-02 07:29:57,2020-01-02 07:34:39,1,1.2,1,N,137,161,1,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5
2,2020-01-02 07:19:17,2020-01-02 07:41:54,1,4.9,1,N,143,125,1,19.0,0.0,0.5,1.0,0.0,0.3,23.3,2.5
2,2020-01-02 07:23:29,2020-01-02 07:49:20,1,14.73,2,N,130,42,1,52.0,0.0,0.5,11.78,6.12,0.3,70.7,0.0
2,2020-01-02 07:06:52,2020-01-02 07:16:39,1,3.43,1,N,100,236,1,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
2,2020-01-02 07:33:32,2020-01-02 07:39:55,1,2.24,1,N,141,107,2,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
1,2020-01-02 07:35:46,2020-01-02 07:48:39,1,5.5,1,N,88,162,1,17.5,2.5,0.5,1.2,0.0,0.3,22.0,2.5
1,2020-01-02 07:44:12,2020-01-02 07:47:52,1,0.8,1,N,68,164,1,5.0,2.5,0.5,1.0,0.0,0.3,9.3,2.5
2,2020-01-02 07:06:08,2020-01-02 07:10:30,1,0.81,1,N,90,246,1,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
2,2020-01-02 07:59:47,2020-01-02 08:05:27,1,1.84,1,N,68,230,1,7.5,0.0,0.5,1.5,0.0,0.3,12.3,2.5
1,2020-01-02 07:20:26,2020-01-02 08:05:40,1,20.4,1,N,132,54,1,56.0,0.0,0.5,7.0,0.0,0.3,63.8,0.0
2,2020-01-02 07:53:26,2020-01-02 08:06:48,2,2.03,1,N,24,42,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,0.0
2,2020-01-02 07:02:25,2020-01-02 07:07:23,2,1.53,1,N,48,162,2,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-02 07:48:35,2020-01-02 07:55:45,1,2.42,1,N,48,238,2,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
1,2020-01-02 07:10:58,2020-01-02 07:38:30,1,10.5,2,N,56,158,1,52.0,2.5,0.5,7.5,0.0,0.3,62.8,2.5
1,2020-01-02 07:49:35,2020-01-02 07:57:31,2,2.0,1,N,90,231,2,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
1,2020-01-02 07:19:04,2020-01-02 07:23:07,1,0.9,1,N,79,113,1,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5
2,2020-01-02 07:46:40,2020-01-02 07:52:13,1,0.98,1,N,13,231,1,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-02 07:04:18,2020-01-02 07:13:37,1,3.39,1,N,48,238,2,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
2,2020-01-02 07:36:17,2020-01-02 07:45:03,1,2.53,1,N,142,170,1,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
2,2020-01-02 07:56:11,2020-01-02 08:02:16,1,2.14,1,N,90,231,1,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
1,2020-01-02 07:08:57,2020-01-02 07:12:34,1,1.6,1,Y,43,161,1,6.5,2.5,0.5,2.0,0.0,0.3,11.8,2.5
1,2020-01-02 07:23:55,2020-01-02 07:30:55,2,1.3,1,N,68,230,1,7.0,2.5,0.5,1.55,0.0,0.3,11.85,2.5
2,2020-01-02 07:42:07,2020-01-02 07:54:04,1,4.65,1,N,132,130,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8,0.0
1,2020-01-02 07:51:57,2020-01-02 07:52:26,1,0.0,1,N,132,132,3,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0
2,2020-01-02 07:22:53,2020-01-02 08:08:18,1,17.0,2,N,132,229,1,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5
1,2020-01-02 07:32:03,2020-01-02 07:40:37,1,1.7,1,N,68,161,1,8.0,2.5,0.5,2.0,0.0,0.3,13.3,2.5
1,2020-01-02 07:42:47,2020-01-02 07:56:55,1,6.5,1,N,13,162,1,20.0,2.5,0.5,4.65,0.0,0.3,27.95,2.5
2,2020-01-02 07:30:57,2020-01-02 08:25:05,1,21.96,2,N,132,231,1,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5
2,2020-01-02 07:34:46,2020-01-02 08:02:29,1,9.04,1,N,79,116,2,29.5,0.0,0.5,0.0,0.0,0.3,32.8,2.5
1,2020-01-02 07:06:45,2020-01-02 07:51:06,1,17.5,2,N,132,229,2,52.0,2.5,0.5,0.0,0.0,0.3,55.3,2.5
1,2020-01-02 07:25:32,2020-01-02 08:10:26,0,19.9,2,N,132,116,1,52.0,0.0,0.5,10.0,6.12,0.3,68.92,0.0
1,2020-01-02 07:46:07,2020-01-02 07:49:44,1,0.8,1,N,48,163,1,5.0,2.5,0.5,1.0,0.0,0.3,9.3,2.5
2,2020-01-02 07:43:49,2020-01-02 07:51:01,1,1.81,1,N,107,164,1,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
1,2020-01-02 07:04:41,2020-01-02 07:15:28,1,3.1,1,N,142,234,1,11.5,2.5,0.5,2.22,0.0,0.3,17.02,2.5
2,2020-01-02 07:42:05,2020-01-02 08:22:26,1,21.67,2,N,142,132,1,52.0,0.0,0.5,10.0,6.12,0.3,71.42,2.5
1,2020-01-02 07:00:29,2020-01-02 07:03:30,1,0.8,1,N,100,48,2,4.5,2.5,0.5,0.0,0.0,0.3,7.8,2.5
1,2020-01-02 07:09:19,2020-01-02 07:14:55,1,0.6,1,N,48,230,1,5.5,2.5,0.5,2.2,0.0,0.3,11.0,2.5
1,2020-01-02 07:21:48,2020-01-02 07:30:11,1,1.7,1,N,100,162,1,8.0,2.5,0.5,1.0,0.0,0.3,12.3,2.5
2,2020-01-02 07:51:23,2020-01-02 07:56:46,3,0.85,1,N,100,230,1,5.5,0.0,0.5,1.2,0.0,0.3,10.0,2.5
2,2020-01-02 07:12:25,2020-01-02 07:32:25,1,8.44,1,N,33,236,1,26.0,0.0,0.5,3.0,0.0,0.3,32.3,2.5
2,2020-01-02 07:57:45,2020-01-02 08:17:16,1,5.65,1,N,132,258,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8,0.0
2,2020-01-02 07:53:36,2020-01-02 07:57:36,1,0.99,1,N,68,161,2,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-02 07:54:04,2020-01-02 07:59:57,1,1.59,1,N,141,75,1,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
2,2020-01-02 07:00:54,2020-01-02 07:06:13,1,1.63,1,N,100,162,1,6.5,0.5,0.5,1.03,0.0,0.3,11.33,2.5
2,2020-01-02 07:50:48,2020-01-02 07:52:37,1,0.67,1,N,48,48,2,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
2,2020-01-02 07:59:45,2020-01-02 08:03:29,1,0.73,1,N,100,230,1,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
1,2020-01-02 07:20:46,2020-01-02 07:25:35,1,0.9,1,N,90,107,1,5.5,2.5,0.5,2.2,0.0,0.3,11.0,2.5
1,2020-01-02 07:10:39,2020-01-02 07:53:56,0,18.1,2,N,132,249,2,52.0,2.5,0.5,0.0,6.12,0.3,61.42,2.5
1,2020-01-02 07:59:41,2020-01-02 08:10:13,1,2.2,1,N,79,170,1,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5
1,2020-01-02 07:35:52,2020-01-02 08:14:42,2,15.1,2,Y,132,170,1,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
2,2020-01-02 07:08:58,2020-01-02 07:55:04,1,21.05,2,N,132,238,1,52.0,0.0,0.5,5.0,6.12,0.3,66.42,2.5
2,2020-01-02 07:48:02,2020-01-02 08:37:00,5,19.07,1,N,132,33,1,53.5,0.0,0.5,10.86,0.0,0.3,65.16,0.0
2,2020-01-02 07:44:26,2020-01-02 08:16:34,1,11.99,1,N,132,129,1,34.5,0.0,0.5,10.59,0.0,0.3,45.89,0.0
1,2020-01-02 07:56:09,2020-01-02 08:01:01,1,1.1,1,N,140,236,1,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5
2,2020-01-02 07:24:45,2020-01-02 07:45:25,1,6.31,1,N,75,234,2,21.0,0.0,0.5,0.0,0.0,0.3,24.3,2.5
2,2020-01-02 07:03:30,2020-01-02 07:42:01,1,17.59,2,N,132,162,2,52.0,0.0,0.5,0.0,5.76,0.3,61.06,2.5
